Gene Symbol	Name	Entrez GeneId	Genome Location	Tier	Hallmark	Chr Band	Somatic	Germline	Tumour Types(Somatic)	Tumour Types(Germline)	Cancer Syndrome	Tissue Type	Molecular Genetics	Role in Cancer	Mutation Types	Translocation Partner	Other Germline Mut	Other Syndrome	Synonyms
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	6774	17:42313324-42388568	1	Yes	17q21.2	yes	yes	T-cell large granular lymphocytic leukaemia	paediatric large granular lymphocytic leukaemia		L	Dom	oncogene	"Mis,O"		yes	IPEX-like syndrome	"APRF,CCDS32656.1,ENSG00000168610.14,NM_139276.2,NP_003141.2,NP_644805.1,P40763"
STAT5B	signal transducer and activator of transcription 5B	6777	17:42199168-42276406	1	Yes	17q21.2	yes		"large granular lymphocytic leukaemia, skin basal cell, APL"			"L, E"	Dom	"oncogene, TSG, fusion"	"Mis, O, T"	RARA	yes	IPEX-like syndrome	"CCDS11423.1,ENSG00000173757.9,NM_012448.3,NP_036580,P51692"
STAT6	"signal transducer and activator of transcription 6, interleukin-4 induced"	6778	12:57095408-57111433	1		12q13.3	yes		"solitary fibrous tumour, meningeal haemangiopericytoma"			"M, O"	Dom	"oncogene, fusion"	T	NAB2			"CCDS8931.1,D12S1644,ENSG00000166888.11,IL-4-STAT,NM_003153.4,NP_003144,NP_001171549,P42226"
STIL	SCL/TAL1 interrupting locus	6491	1:47250142-47314140	1		1p33	yes		T-ALL			L	Dom	"oncogene, fusion"	T	TAL1			"CCDS41329.1,ENSG00000123473.15,MCPH7,NM_001048166.1,NP_001041631,Q15468,SIL"
STK11	serine/threonine kinase 11 gene (LKB1)	6794	19:1206464-1228435	1	Yes	19p13.3	yes	yes	"NSCLC, pancreatic"	"jejunal hamartoma, ovarian, testicular, pancreatic"	Peutz-Jeghers syndrome	"E, M, O"	Rec	TSG	"D, Mis, N, F, S"				"CCDS45896.1,ENSG00000118046.14,LKB1,NM_000455.4,NP_000446,PJS,Q15831"
STRN	"striatin, calmodulin binding protein"	6801	2:36843640-36966472	1		2p22.2	yes		"anaplastic thyroid, papillary thyroid, lung"			E	Dom	fusion	T	ALK			"CCDS1784.1,ENSG00000115808.11,NM_003162.3,NP_003153,O43815,PPP2R6A,STRN1"
SUB1	SUB1 Regulator Of Transcription	10923	5:32585499-32604079	2		5p13.3	yes		lung cancer			E			A				"CCDS3897.1,ENSG00000113387.11,NM_006713.3,NP_006704,P53999,PC4,p14,p15"
SUFU	suppressor of fused homolog (Drosophila)	51684	10:102503987-102633535	1	Yes	10q24.32	yes	yes	medulloblastoma	medulloblastoma	medulloblastoma predisposition	O	Rec	TSG	"D, F, S"				"CCDS7537.1,ENSG00000107882.11,NM_016169.3,NP_057253,PRO1280,Q9UMX1,SUFUH,SUFUXL"
SUZ12	suppressor of zeste 12 homolog (Drosophila)	23512	17:31937018-32001045	1	Yes	17q11.2	yes		endometrial stromal tumour			M	Dom	"oncogene, TSG, fusion"	T	JAZF1			"CCDS11270.1,CHET9,ENSG00000178691.10,JJAZ1,KIAA0160,NM_015355.3,NP_056170,Q15022"
SYK	spleen tyrosine kinase	6850	9:90801787-90898549	1		9q22.2	yes		"MDS, peripheral T-cell lymphoma"			L	Dom	"oncogene, fusion"	T	"ETV6, ITK"			"CCDS6688.1,ENSG00000165025.14,NM_003177.6,NP_003168,P43405"
TAF15	"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa"	8148	17:35809455-35847242	1		17q12	yes		"extraskeletal myxoid chondrosarcoma, ALL"			"L, M"	Dom	"oncogene, fusion"	T	"NR4A3, CHN1, ZNF384"			"CCDS32623.1,ENSG00000270647.5,NM_139215.2,NP_631961,Npl3,Q92804,RBP56,TAF2N,hTAFII68"
TAL1	T-cell acute lymphocytic leukemia 1 (SCL)	6886	1:47216292-47229771	1		1p33	yes		lymphoblastic leukaemia/biphasic			L	Dom	"oncogene, fusion"	T	"TRD, STIL"			"CCDS547.1,ENSG00000162367.11,NM_003189.5,NP_003180,NP_001277332,NP_001277334,P17542,SCL,TCL5,bHLHa17"
TAL2	T-cell acute lymphocytic leukemia 2	6887	9:105662457-105663112	1		9q31.2	yes		T-ALL			L	Dom	"oncogene, fusion"	T	TRB			"CCDS6767.1,ENSG00000186051.6,NM_005421.2,NP_005412,Q16559,bHLHa19"
TBL1XR1	transducin (beta)-like 1 X-linked receptor 1	79718	3:177019355-177196478	1	Yes	3q26.32	yes		"splenic marginal zone lymphoma, primary central nervous system lymphoma, colorectal carcinoma, gallbladder carcinoma"			"L, E, M"	Rec	"oncogene, TSG, fusion"	"F, Mis, T"				"C21,CCDS46961.1,DC42,ENSG00000177565.16,FLJ12894,IRA1,NM_001321195.1,NP_001308122,NP_001308124.1,Q9BZK7,TBLR1"
TBX3	T-box 3	6926	12:114670255-114683590	1	Yes	12q24.21	yes		"breast, large intestine, skin"			E	Dom	"oncogene, TSG"	"Mis, N, F, O"		yes	ulnar-mammary syndrome	"CCDS9176.1,ENSG00000135111.15,NM_016569.3,NP_057653,O15119,TBX3-ISO,UMS,XHL"
TCEA1	"transcription elongation factor A (SII), 1"	6917	8:53966556-54022529	1		8q11.23	yes		salivary adenoma			E	Dom	fusion	T	PLAG1			"CCDS47858.1,ENSG00000187735.13,GTF2S,NM_006756.3,NP_006747,P23193,SII,TCEA,TF2S,TFIIS"
TCF12	"transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)"	6938	15:56918623-57288514	1		15q21.3	yes		extraskeletal myxoid chondrosarcoma			M	Dom	fusion	T	NR4A3			"CCDS10160.1,ENSG00000140262.17,HEB,HTF4,HsT17266,NM_207037.1,NP_996920,NP_001309088,NP_996919,NP_001309081.1,Q99081,bHLHb20,p64"
TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	6929	19:1609290-1652329	1		19p13.3	yes		pre B-ALL			L	Dom	"oncogene, TSG, fusion"	T	"PBX1, HLF, TFPT"			"CCDS12074.1,E2A,E47,ENSG00000071564.14,ITF1,MGC129647,MGC129648,NM_003200.3,NP_003191,NP_001338708.1,P15923,VDIR,bHLHb21,p75"
TCF7L2	transcription factor 7-like 2	6934	10:112950407-113167493	1	Yes	10q25.3	yes		colorectal			E	Dom	"oncogene, fusion"	T	VTI1A			"CCDS53577.1,ENSG00000148737.16,NM_001146274.1,NP_001139746,Q9NQB0,TCF-4,TCF4"
TCL1A	T-cell leukemia/lymphoma 1A	8115	14:95709968-95714196	1	Yes	14q32.13	yes		T-CLL			L	Dom	"oncogene, fusion"	T	TRA			"CCDS9941.1,ENSG00000100721.10,NM_021966.2,NP_068801,P56279,TCL1"
TEC	tec protein tyrosine kinase	7006	4:48135783-48269864	2		4p12	yes		myxoid chondrosarcoma			M		"oncogene, fusion"	T				"CCDS3481.1,ENSG00000135605.12,NM_003215.2,NP_003206,P42680,PSCTK4"
TENT5C	Terminal nucleotidyltransferase 5C	54855	1:117605934-117628372	1	Yes	1p12	yes		MM			L	Rec	TSG	"Mis, F, O"				"CCDS896.1,ENSG00000183508.4,FAM46C,FLJ20202,NM_017709.3,NP_060179,Q5VWP2"
TERT	telomerase reverse transcriptase	7015	5:1253167-1295047	1	Yes	5p15.33	yes	yes	"melanoma, glioblastoma, hepatocellular carcinoma, bladder, skin basal cell, skin squamous cell, mesothelioma, medulloblastoma, other tumour types"	melanoma		"E, O"	Dom	"oncogene, TSG"	Promoter Mis		yes	"Dyskeratosis congenita, Telomere-related pulmonary fibrosis and/or bone marrow failure  1"	"CCDS3861.2,ENSG00000164362.18,EST2,NM_198253.2,NP_937983,O14746,TCS1,TP2,TRT,hEST2"
TET1	tet methylcytosine dioxygenase 1	80312	10:68560656-68694482	1	Yes	10q21.3	yes		AML			L	Dom	"oncogene, TSG, fusion"	T	KMT2A			"CCDS7281.1,CXXC6,ENSG00000138336.8,KIAA1676,LCX,NM_030625.2,NP_085128,Q8NFU7,bA119F7.1"
TET2	tet oncogene family member 2	54790	4:105146293-105279816	1	Yes	4q24	yes		MDS			L	Rec	TSG	"Mis, N, F"				"CCDS47120.1,ENSG00000168769.13,FLJ20032,KIAA1546,Q6N021"
TFE3	transcription factor binding to IGHM enhancer 3	7030	X:49028731-49043486	1	Yes	Xp11.23	yes		"papillary renal, alveolar soft part sarcoma, renal"			E	Dom	"oncogene, fusion"	T	"SFPQ, ASPSCR1, PRCC, NONO, CLTC"			"CCDS14315.3,ENSG00000068323.16,NM_006521.5,NP_006512,NP_001269071.1,P19532,TFEA,bHLHe33"
TFEB	transcription factor EB	7942	6:41683978-41736259	1		6p21.1	yes		renal cell carcinoma (childhood epithelioid)			"E,M"	Dom	"oncogene, fusion"	T	ALPHA			"CCDS64425.1,ENSG00000112561.17,NM_001167827.2,NP_001161299,TCFEB,bHLHe35"
TFG	TRK-fused gene	10342	3:100709425-100748966	1		3q12.2	yes		"papillary thyroid, ALCL, NSCLC, extraskeletal myxoid chondrosarcoma"			"E, L, M"	Dom	fusion	T	"NTRK1, ALK, NR4A3"			"CCDS2939.1,ENSG00000114354.13,FLJ36137,NM_006070.5,NP_001182407,NP_006061,Q92734,SPG57,TF6"
TFPT	TCF3 (E2A) fusion partner (in childhood leukaemia)	29844	19:54107013-54115675	2		19q13.42	yes		pre-B ALL			L	Dom	fusion	T	TCF3			"CCDS12878.1,ENSG00000105619.13,FB1,INO80F,NM_013342.3,NP_037474,P0C1Z6,amida"
TFRC	"transferrin receptor (p90, CD71)"	7037	3:196049284-196082189	2		3q29	yes		NHL			L	Dom	fusion	T	BCL6			"CCDS3312.1,CD71,ENSG00000072274.12,NM_001128148.2,NP_001121620,P02786,TFR1,p90"
TGFBR2	transforming growth factor beta receptor II	7048	3:30606601-30694142	1	Yes	3p24.1	yes	yes	"head and neck, colorectal"	colorectal	Hereditary Nonpolyposis Colorectal Cancer type 6	E	Rec	TSG	"Mis, F, N"		yes	Loeys-Dietz syndrome 2	"CCDS33727.1,ENSG00000163513.17,MFS2,NM_001024847.2,NP_001020018,P37173,TBR-ii,TBRII"
THRAP3	thyroid hormone receptor associated protein 3 (TRAP150)	9967	1:36224416-36305357	2		1p34.3	yes		aneurysmal bone cyst			M	Dom	fusion	T	USP6			"BCLAF2,CCDS405.1,ENSG00000054118.13,NM_005119.3,NP_005110,NP_001308402.1,Q9Y2W1,TRAP150"
TLX1	"T-cell leukemia, homeobox 1 (HOX11)"	3195	10:101130505-101137789	1		10q24.31	yes		T-ALL			L	Dom	"oncogene, fusion"	T	"TRB, TRD"			"CCDS7510.1,ENSG00000107807.12,HOX11,NM_005521.3,NP_005512,P31314,TCL3"
TLX3	"T-cell leukemia, homeobox 3 (HOX11L2)"	30012	5:171309284-171312134	1		5q35.1	yes		T-ALL			L	Dom	"oncogene, fusion"	T	BCL11B			"CCDS34288.1,ENSG00000164438.5,HOX11L2,NM_021025.3,NP_066305,O43711,RNX"
TMEM127	transmembrane protein 127	55654	2:96248516-96265994	1		2q11.2		yes		"pheochromocytoma, renal cell carcinoma"		"O, E"	Rec	TSG	"F, N"				"CCDS2018.1,ENSG00000135956.8,FLJ20507,FLJ22257,NM_017849.3,NP_001180233,NP_060319,O75204"
TMPRSS2	"transmembrane protease, serine 2"	7113	21:41464553-41508065	1		21q22.3	yes		prostate			E	Dom	fusion	T	"ERG, ETV1, ETV4, ETV5"			"CCDS54486.1,ENSG00000184012.11,NM_001135099.1,NP_001128571,O15393,PRSS10"
TMSB4X	Thymosin Beta 4 X-Linked	7114	X:12975110-12977226	2		Xp22.2	yes		DLBCL			L		oncogene	"Mis, S, N, F"				"CCDS35202.1,ENSG00000205542.10,P62328,TB4X,TMSB4"
TNC	tenascin C	3371	9:115020534-115118257	2		9q33.1	yes		"SCC, melanoma"			E		oncogene	Mis				"CCDS6811.1,DFNA56,ENSG00000041982.15,HXB,MGC167029,NM_002160.3,NP_002151,P24821,TN"
TNFAIP3	"tumor necrosis factor, alpha-induced protein 3"	7128	6:137867188-137883311	1	Yes	6q23.3	yes		"marginal zone B-cell lymphomas, Hodgkin lymphoma, PMBL"			L	Rec	TSG	"D, N, F"				"A20,CCDS5187.1,ENSG00000118503.14,NM_006290.3,NP_006281,NP_001257437,NP_001257436,OTUD7C,P21580"
TNFRSF14	"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)"	8764	1:2556366-2563829	1	Yes	1p36.32	yes		follicular lymphoma			L	Rec	TSG	"Mis, N, F"				"ATAR,CCDS44046.1,CD270,ENSG00000157873.17,HVEA,HVEM,LIGHTR,NM_003820.3,NP_003811,Q92956,TR2"
TNFRSF17	"tumor necrosis factor receptor superfamily, member 17"	608	16:11965107-11968068	1		16p13.13	yes		intestinal T-cell lymphoma			L	Dom	"oncogene, fusion"	T	IL2			"BCM,BCMA,CCDS10552.1,CD269,ENSG00000048462.10,NM_001192.2,NP_001183,Q02223,TNFRSF13A"
TNRC18	Trinucleotide repeat containing 18	84629	7:5306800-5423546	2		7p22.1	yes		"paediatric AML, promyelocytic leukaemia"			L		fusion	T	"HOXA9, IKZF1, RARA, XPO1"			"CAGL79,CCDS47534.1,ENSG00000182095.14,KIAA1856,NM_001080495.2,NP_001073964,O15417,TNRC18A"
TOP1	topoisomerase (DNA) I	7150	20:41028818-41124487	1	Yes	20q12	yes		AML*			L	Dom	fusion	T	NUP98			"CCDS13312.1,ENSG00000198900.5,NM_003286.2,NP_003277,P11387"
TP53	tumor protein p53	7157	17:7668402-7687538	1	Yes	17p13.1	yes	yes	"breast, colorectal, lung, sarcoma, prostate, adrenocortical, glioma, Spitzoid tumour, multiple other tumour types"	"breast, sarcoma, adrenocortical carcinoma, glioma, multiple other tumour types"	Li-Fraumeni syndrome	"L, E, M, O"	Rec	"oncogene, TSG, fusion"	"Mis, N, F, T, D"	NTRK1			"CCDS11118.1,ENSG00000141510.16,LFS1,NM_001276761.1,NP_001119584,NP_000537,NP_001263689.1,NP_001263690.1,P04637,p53"
TP63	tumor protein p63	8626	3:189631427-189897279	1	Yes	3q28	yes	yes	"HNSCC, DLBCL"	NSCLC		E		"oncogene, TSG"	"Mis, N, T"	TBL1XR1	yes	"associated with Hay-Wells syndrome, ADULT syndrome, ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome (EEC), acro-dermato-ungual-lacrimal-tooth syndrome, limb mammary syndrome, Rapp-Hodgkin syndrome, split hand-split foot malformation"	"CCDS3293.1,EEC3,ENSG00000073282.12,KET,NBP,NM_003722.4,NP_003713,NP_001316893.1,NP_001316077.1,OFC8,Q9H3D4,SHFM4,TP53CP,TP53L,TP73L,p51,p53CP,p63,p73H,p73L"
TPM3	tropomyosin 3	7170	1:154167465-154192211	1		1q21.3	yes		"papillary thyroid, ALCL, NSCLC, Spitzoid tumour"			"E, L"	Dom	"TSG, fusion"	T	"NTRK1, ALK, ROS1"			"CCDS41403.1,ENSG00000143549.19,NEM1,NM_152263.3,NP_689476,P06753,TRK"
TPM4	tropomyosin 4	7171	19:16067538-16102943	1		19p13.12	yes		ALCL			L	Dom	fusion	T	ALK			"CCDS46007.1,ENSG00000167460.15,NM_001145160.1,NP_001138632"
TPR	translocated promoter region	7175	1:186311652-186375325	1		1q31.1	yes		"papillary thyroid, NSCLC"			E	Dom	fusion	T	"NTRK1, ALK"			"CCDS41446.1,ENSG00000047410.13,NM_003292.2,NP_003283,P12270"
TRA	T cell receptor alpha locus	6955	14:-	1		14q11.2	yes		T-ALL			L	Dom	fusion	T	"ATL, OLIG2, MYC, TCL1A, TCL6, MTCP1, TCL6"			
TRAF7	tumour necrosis factor receptor-associated factor 7	84231	16:2155765-2178129	1	Yes	16p13.3	yes		meningioma			O	Dom	TSG	Mis				"CCDS10461.1,DKFZp586I021,ENSG00000131653.12,MGC7807,NM_032271.2,NP_115647,Q6Q0C0,RFWD1,RNF119"
TRB	T cell receptor beta locus	6957	7:-	1		7q34	yes		T-ALL			L	Dom	fusion	T	"HOX11, LCK, NOTCH1, TAL2, LYL1"			
TRD	T cell receptor delta locus	6964	14:-	1		14q11.2	yes		T-cell leukaemia			L	Dom	fusion	T	"TAL1, HOX11, TLX1, LMO1, LMO2, RANBP17"			
TRIM24	tripartite motif containing 24	8805	7:138460334-138589993	1		7q34	yes		APL			L	Dom	"oncogene, TSG, fusion"	T	RARA			"CCDS5847.1,ENSG00000122779.17,NM_015905.2,NP_056989,O15164,RNF82,TIF1,TIF1A,Tif1a,hTIF1"
TRIM27	tripartite motif-containing 27	5987	6:28903002-28923989	1		6p22.1	yes		papillary thyroid			E	Dom	"oncogene, fusion"	T	RET			"CCDS4654.1,ENSG00000204713.10,NM_006510.4,NP_006501,P14373,RFP,RNF76"
TRIM33	"tripartite motif-containing 33 (PTC7,TIF1G)"	51592	1:114392777-114511160	1		1p13.2	yes		papillary thyroid			E	Dom	"TSG, fusion"	T	RET			"CCDS872.1,ENSG00000197323.11,FLJ11429,KIAA1113,NM_015906.3,NP_056990,PTC7,Q9UPN9,RFG7,TF1G,TIF1G,TIF1GAMMA,TIFGAMMA"
TRIP11	thyroid hormone receptor interactor 11	9321	14:91965991-92040059	1		14q32.12	yes		AML			L	Dom	fusion	T	PDGFRB			"CCDS9899.1,CEV14,ENSG00000100815.12,GMAP-210,GMAP210,NM_004239.4,NP_004230,NP_001308780.1,Q15643,Trip230"
TRRAP	transformation/transcription domain-associated protein	8295	7:98878490-99013243	1	Yes	7q22.1	yes		melanoma			E	Dom	oncogene	Mis				"CCDS59066.1,ENSG00000196367.13,NM_001244580.1,NP_001231509,PAF400,Q9Y4A5,TR-AP,Tra1"
TSC1	tuberous sclerosis 1 gene	7248	9:132891348-132944633	1	Yes	9q34.13	yes	yes	"renal cell carcinoma, bladder carcinoma"	"hamartoma, renal cell carcinoma, tuberous sclerosis tuber"	Tuberous sclerosis 1	"E, O"	Rec	TSG	"D, Mis, N, F, S"				"CCDS6956.1,ENSG00000165699.14,KIAA0243,LAM,NM_000368.4,NP_000359,Q92574,TSC,hamartin"
TSC2	tuberous sclerosis 2 gene	7249	16:2047465-2088720	1	Yes	16p13.3	yes	yes	"pulmonary lymphangioleiomyomatosis (LAM), renal angiomyolipoma, HNSCC"	"hamartoma, renal cell carcinoma, tuberous sclerosis tuber"	Tuberous sclerosis 2	"E, O"	Rec	TSG	"D, Mis, N, F, S"				"CCDS10458.1,ENSG00000103197.17,LAM,NM_000548.4,NP_000539,P49815,PPP1R160,TSC4,tuberin"
TSHR	thyroid stimulating hormone receptor	7253	14:80955043-81146302	2		14q31.1	yes		"toxic thyroid adenoma, thyroid gland follicular carcinoma"			E	Dom		Mis		yes	familial non-autoimmune autosomal dominant hyperthyroidism	"CCDS9872.1,ENSG00000165409.17,LGR3"
U2AF1	U2 small nuclear RNA auxiliary factor 1	7307	21:43092956-43107587	1	Yes	21q22.3	yes		"CLL, MDS"			L	Dom	oncogene	Mis				"CCDS13694.1,ENSG00000160201.11,NM_006758.2,NP_006749,Q01081,RN,RNU2AF1,U2AF35,U2AFBP"
UBR5	ubiquitin protein ligase E3 component n-recognin 5	51366	8:102253012-102412841	1	Yes	8q22.3	yes		"mantle cell lymphoma, gastric, colorectal"			"L, E"	Rec	oncogene	"F, N, Mis, S"				"CCDS34933.1,DD5,EDD,EDD1,ENSG00000104517.12,HYD,KIAA0896,NM_015902.5,NP_056986,O95071"
USP44	ubiquitin specific peptidase 44	84101	12:95516560-95551490	2		12q22	yes		"lung cancer, colon cancer"			E		TSG	D				"CCDS9053.1,ENSG00000136014.11,FLJ14528,NM_032147.4,NP_115523,NP_001334866.1,NP_001334865.1,Q9H0E7"
USP6	ubiquitin specific peptidase 6 (Tre-2 oncogene)	9098	17:5116438-5174991	1		17p13.2	yes		aneurysmal bone cyst			M	Dom	"oncogene, fusion"	T	"COL1A1, CDH11, CNBP, OMD, THRAP3"			"CCDS11069.2,ENSG00000129204.16,HRP1,NM_001304284.1,NP_001291213,P35125,TRE17,TRESMCR,Tre-2,Tre2"
USP8	ubiquitin specific peptidase 8	9101	15:50424382-50514419	1	Yes	15q21.2	yes		corticotroph adenoma			E	Dom	oncogene	"Mis, N"				"CCDS10137.1,ENSG00000138592.13,HumORF8,KIAA0055,NM_001128610.2,NP_001122082,P40818,SPG59,UBPY"
USP9X	Ubiquitin Specific Peptidase 9 X-Linked	8239	X:41085635-41236579	2		Xp11.4	yes	yes	colon carcinoma	colon carcinoma		E		fusion	T	ERAS			"CCDS43930.1,DFFRX,ENSG00000124486.12,FAF,MRX99,NM_001039590.2,NP_001034679,Q93008"
VAV1	vav guanine nucleotide exchange factor 1	7409	19:6772726-6857107	2		19p13.3	yes		T-cell lymphoma			L		fusion	T	"THAP4, MYO1F, S100A7"			"CCDS12174.1,ENSG00000141968.7,NM_005428.3,NP_005419,P15498,VAV"
VHL	von Hippel-Lindau syndrome gene	7428	3:10141008-10152220	1	Yes	3p25.3	yes	yes	"renal, haemangioma, pheochromocytoma"	"renal, haemangioma, pheochromocytoma"	Von Hippel-Lindau syndrome	"E, M, O"	Rec	TSG	"D, Mis, N, F, S"				"CCDS2597.1,ENSG00000134086.7,NM_000551.3,NP_000542,P40337,VHL1"
VTI1A	vesicle transport through interaction with t-SNAREs homolog 1A	143187	10:112447258-112818744	2		10q25.2	yes		colorectal			E	Dom	fusion	T	TCF7L2			"CCDS7575.2,ENSG00000151532.13,MVti1,NM_145206.3,NP_660207,NP_001305134.1,NP_001305132.1,Q96AJ9,Vti1-rp2,Vti1a"
WAS	Wiskott-Aldrich syndrome	7454	X:48683779-48691427	1	Yes	Xp11.23		yes		lymphoma	Wiskott-Aldrich syndrome	L	Rec/X	oncogene	"Mis, N, F, S"				"CCDS14303.1,ENSG00000015285.10,IMD2,NM_000377.2,NP_000368,P42768,THC,WASP,WASPA"
WDCP	chromosome 2 open reading frame 44	80304	2:24029340-24047353	1		2p23.3	yes		colorectal			E	Dom	fusion	T	ALK			"C2orf44,CCDS1705.1,ENSG00000163026.11,FLJ21945,MMAP,NM_025203.2,NP_079479,Q9H6R7"
WIF1	WNT inhibitory factor 1	11197	12:65050626-65121566	1	Yes	12q14.3	yes		pleomorphic salivary gland adenoma			E	Dom	"TSG, fusion"	T	HMGA2			"CCDS8971.1,ENSG00000156076.9,NM_007191.4,NP_009122,Q9Y5W5"
WNK2	WNK lysine deficient protein kinase 2	65268	9:93184930-93318271	2		9q22.31	yes		gastric cancer			E		TSG	Mis				"CCDS75858.1,ENSG00000165238.16,KIAA1760,NM_001282394.1,NP_001269323,NY-CO-43,PRKWNK2,Q9Y3S1,SDCCAG43"
WRN	Werner syndrome (RECQL2)	7486	8:31033801-31173769	1		8p12		yes		"osteosarcoma, meningioma, other tumour types"	Werner syndrome	"L, E, M, O"	Rec	TSG	"Mis, N, F, S"				"CCDS6082.1,ENSG00000165392.9,NM_000553.4,NP_000544,Q14191,RECQ3,RECQL2"
WT1	Wilms tumour 1 gene	7490	11:32387775-32435630	1	Yes	11p13	yes	yes	"Wilms tumour, desmoplastic small round cell tumour"	Wilms tumour	"Denys-Drash syndrome, Frasier syndrome, familial Wilms tumour"	O	Rec	"oncogene, TSG, fusion"	"D, Mis, N, F, S, T"	EWSR1			"AWT1,CCDS7878.2,ENSG00000184937.13,GUD,NM_024426.4,NPHS4,NP_077744,NP_077744.4,WAGR,WIT-2"
WWTR1	WW domain containing transcription regulator 1	25937	3:149517235-149703273	1	Yes	3q25.1	yes		epithelioid haemangioendothelioma			M	Dom	"oncogene, fusion"	T	CAMTA1			"CCDS3144.1,DKFZp586I1419,ENSG00000018408.14,NM_001348362.1,NP_001161750,NP_001335291.1,Q9GZV5,TAZ"
XPA	"xeroderma pigmentosum, complementation group A"	7507	9:97674909-97697357	1		9q22.33		yes		"skin basal cell, skin squamous cell, melanoma"	xeroderma pigmentosum (A)	E	Rec	TSG	"Mis, N, F, S"				"CCDS6729.1,ENSG00000136936.10,NM_000380.3,NP_000371,P23025,XP1,XPAC"
XPC	"xeroderma pigmentosum, complementation group C"	7508	3:14145147-14178783	1		3p25.1		yes		"skin basal cell, skin squamous cell, melanoma"	xeroderma pigmentosum (C)	E	Rec	TSG	"Mis, N, F, S"				"CCDS46763.1,ENSG00000154767.14,NM_004628.4,NP_004619,NP_001341658.1,Q01831,RAD4,XPCC"
XPO1	"exportin 1 (CRM1 homolog, yeast)"	7514	2:61477849-61538283	1	Yes	2p15	yes		CLL			L	Dom	oncogene	Mis				"CCDS33205.1,CRM1,ENSG00000082898.16,NM_003400.3,NP_003391,O14980,emb"
YAP1	Yes-associated protein 1	10413	11:102110461-102233423	1	Yes	11q22.1	yes		"cervical carcinoma, glioblastoma, meningioma"			"E, O"		"fusion, oncogene"	"A, T"	MAML2			"CCDS73373.1,ENSG00000137693.13,NM_001282101.1,NP_001269030,P46937,YAP65"
YWHAE	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide (14-3-3 epsilon)"	7531	17:1344272-1400378	1		17p13.3	yes		endometrial stromal sarcoma			M	Dom	"TSG, fusion"	T	"NUTM2A, NUTM2B"	yes	Miller-Dieker lissencephaly syndrome	"CCDS11001.1,ENSG00000108953.16,FLJ45465,NM_006761.4,NP_006752,P62258"
ZBTB16	zinc finger and BTB domain containing 16	7704	11:114059593-114250676	1	Yes	11q23.2	yes		APL			L	Dom	"TSG, fusion"	T	RARA			"CCDS8367.1,ENSG00000109906.13,NM_006006.4,NP_005997,NP_001341679.1,NP_001341680.1,PLZF,Q05516,ZNF145"
ZCCHC8	"zinc finger, CCHC domain containing 8"	55596	12:122472899-122501073	2		12q24.31	yes		Spitzoid tumour			E	Dom	fusion	T	ROS1			"DKFZp434E2220,ENSG00000033030.13,NM_017612.4,NP_060082,Q6NZY4"
ZEB1	zinc finger E-box binding homeobox 1	6935	10:31319172-31529813	2		10p11.22	yes		"CCRCC, melanoma"			E		oncogene	Mis				"AREB6,BZP,CCDS53505.1,ENSG00000148516.21,FECD6,NIL-2-A,NM_001323676.1,NP_001167567,NP_001310600.1,NP_001310605.1,NP_001310574.1,NP_001310601.1,NP_001310602.1,NP_001310579.1,NP_001310590.1,NP_001310571.1,NP_001310572.1,NP_001310575.1,P37275,PPCD3,TCF8,ZEB,Zfhep,Zfhx1a"
ZFHX3	zinc finger homeobox 3	463	16:72782885-73891871	1	Yes	16q22.3	yes		"endometrial, gastric, prostate"			E	Dom	TSG	"Mis, N"				"ATBF1,CCDS10908.1,ENSG00000140836.16,Q15911,ZNF927"
ZMYM2	zinc finger protein 198	7750	13:19958670-20091829	1		13q12.11	yes		"MPN, NHL"			L	Dom	fusion	T	FGFR1			"CCDS45016.1,ENSG00000121741.16,FIM,MYM,NM_197968.3,NP_001177894,NP_932072,NP_001340092.1,NP_001340090.1,NP_001340086.1,NP_001340088.1,NP_001340093.1,Q9UBW7,RAMP,ZNF198"
ZMYM3	zinc finger MYM-type containing 3	9203	X:71239624-71254140	2		Xq13.1	yes		"CRC, breast cancer"			E		TSG	F				"CCDS14409.1,DXS6673E,ENSG00000147130.14,KIAA0385,MYM,NM_201599.2,NP_963893,NP_005087,Q14202,ZNF198L2,ZNF261"
ZNF331	zinc finger protein 331	55422	19:53521024-53580269	1		19q13.42	yes		follicular thyroid adenoma			E	Dom	"TSG, fusion"	T	?			"CCDS33102.1,ENSG00000130844.16,NM_018555.5,NP_061025,NP_001304049,Q9NQX6,RITA,ZNF361,ZNF463"
ZNF384	zinc finger protein 384 (CIZ/NMP4)	171017	12:6666648-6689510	1		12p13.31	yes		ALL			L	Dom	fusion	T	"EWSR1, TAF15"			"CAGH1A,CCDS44817.1,CIZ,ENSG00000126746.17,NMP4,NM_001135734.2,NP,NP_001129206,Q8TF68,TNRC1"
